,id,count,date,year,month,species
11,EM,2,Oct-2022,2022,Oct,Dark-eyed Junco
12,BP,2,Oct-2022,2022,Oct,Dark-eyed Junco
13,NF1,2,Oct-2022,2022,Oct,Dark-eyed Junco
14,NF2,2,Oct-2022,2022,Oct,Dark-eyed Junco
15,SA,0,Oct-2022,2022,Oct,Dark-eyed Junco
16,IM,0,Oct-2022,2022,Oct,Dark-eyed Junco
17,MC1,1,Oct-2022,2022,Oct,Dark-eyed Junco
18,MC2,0,Oct-2022,2022,Oct,Dark-eyed Junco
19,DW,0,Oct-2022,2022,Oct,Dark-eyed Junco
0,OE,0,Oct-2022,2022,Oct,Downy Woodpecker
1,WD,0,Oct-2022,2022,Oct,Downy Woodpecker
2,SR,0,Oct-2022,2022,Oct,Downy Woodpecker
3,TD1,0,Oct-2022,2022,Oct,Downy Woodpecker
4,TD2,0,Oct-2022,2022,Oct,Downy Woodpecker
5,TD3,0,Oct-2022,2022,Oct,Downy Woodpecker
6,EF1,0,Oct-2022,2022,Oct,Downy Woodpecker
7,EF2,0,Oct-2022,2022,Oct,Downy Woodpecker
8,CC,0,Oct-2022,2022,Oct,Downy Woodpecker
9,CS,0,Oct-2022,2022,Oct,Downy Woodpecker
10,EC,0,Oct-2022,2022,Oct,Downy Woodpecker
11,EM,0,Oct-2022,2022,Oct,Downy Woodpecker
12,BP,0,Oct-2022,2022,Oct,Downy Woodpecker
13,NF1,0,Oct-2022,2022,Oct,Downy Woodpecker
14,NF2,0,Oct-2022,2022,Oct,Downy Woodpecker
15,SA,1,Oct-2022,2022,Oct,Downy Woodpecker
16,IM,0,Oct-2022,2022,Oct,Downy Woodpecker
17,MC1,0,Oct-2022,2022,Oct,Downy Woodpecker
18,MC2,0,Oct-2022,2022,Oct,Downy Woodpecker
19,DW,0,Oct-2022,2022,Oct,Downy Woodpecker
0,OE,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
1,WD,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
2,SR,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
3,TD1,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
4,TD2,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
5,TD3,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
6,EF1,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
7,EF2,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
8,CC,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
9,CS,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
10,EC,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
11,EM,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
12,BP,1,Oct-2022,2022,Oct,Eurasian Collared-Dove
13,NF1,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
14,NF2,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
15,SA,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
16,IM,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
17,MC1,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
18,MC2,0,Oct-2022,2022,Oct,Eurasian Collared-Dove
19,DW,1,Oct-2022,2022,Oct,Eurasian Collared-Dove
0,OE,0,Oct-2022,2022,Oct,European Starling
1,WD,0,Oct-2022,2022,Oct,European Starling
2,SR,0,Oct-2022,2022,Oct,European Starling
3,TD1,0,Oct-2022,2022,Oct,European Starling
4,TD2,0,Oct-2022,2022,Oct,European Starling
5,TD3,0,Oct-2022,2022,Oct,European Starling
6,EF1,0,Oct-2022,2022,Oct,European Starling
7,EF2,0,Oct-2022,2022,Oct,European Starling
8,CC,0,Oct-2022,2022,Oct,European Starling
9,CS,0,Oct-2022,2022,Oct,European Starling
10,EC,10,Oct-2022,2022,Oct,European Starling
11,EM,0,Oct-2022,2022,Oct,European Starling
12,BP,1,Oct-2022,2022,Oct,European Starling
13,NF1,0,Oct-2022,2022,Oct,European Starling
14,NF2,0,Oct-2022,2022,Oct,European Starling
15,SA,0,Oct-2022,2022,Oct,European Starling
16,IM,0,Oct-2022,2022,Oct,European Starling
17,MC1,0,Oct-2022,2022,Oct,European Starling
18,MC2,0,Oct-2022,2022,Oct,European Starling
19,DW,0,Oct-2022,2022,Oct,European Starling
0,OE,0,Oct-2022,2022,Oct,Gadwall
1,WD,0,Oct-2022,2022,Oct,Gadwall
2,SR,0,Oct-2022,2022,Oct,Gadwall
3,TD1,0,Oct-2022,2022,Oct,Gadwall
4,TD2,0,Oct-2022,2022,Oct,Gadwall
5,TD3,0,Oct-2022,2022,Oct,Gadwall
6,EF1,0,Oct-2022,2022,Oct,Gadwall
7,EF2,0,Oct-2022,2022,Oct,Gadwall
8,CC,0,Oct-2022,2022,Oct,Gadwall
9,CS,0,Oct-2022,2022,Oct,Gadwall
10,EC,0,Oct-2022,2022,Oct,Gadwall
11,EM,1,Oct-2022,2022,Oct,Gadwall
12,BP,0,Oct-2022,2022,Oct,Gadwall
13,NF1,0,Oct-2022,2022,Oct,Gadwall
14,NF2,0,Oct-2022,2022,Oct,Gadwall
15,SA,0,Oct-2022,2022,Oct,Gadwall
16,IM,0,Oct-2022,2022,Oct,Gadwall
17,MC1,0,Oct-2022,2022,Oct,Gadwall
18,MC2,0,Oct-2022,2022,Oct,Gadwall
19,DW,0,Oct-2022,2022,Oct,Gadwall
0,OE,0,Oct-2022,2022,Oct,Glaucous-winged Gull
1,WD,0,Oct-2022,2022,Oct,Glaucous-winged Gull
2,SR,57,Oct-2022,2022,Oct,Glaucous-winged Gull
3,TD1,0,Oct-2022,2022,Oct,Glaucous-winged Gull
4,TD2,0,Oct-2022,2022,Oct,Glaucous-winged Gull
5,TD3,2,Oct-2022,2022,Oct,Glaucous-winged Gull
6,EF1,28,Oct-2022,2022,Oct,Glaucous-winged Gull
7,EF2,0,Oct-2022,2022,Oct,Glaucous-winged Gull
8,CC,9,Oct-2022,2022,Oct,Glaucous-winged Gull
9,CS,4,Oct-2022,2022,Oct,Glaucous-winged Gull
10,EC,3,Oct-2022,2022,Oct,Glaucous-winged Gull
11,EM,22,Oct-2022,2022,Oct,Glaucous-winged Gull
12,BP,0,Oct-2022,2022,Oct,Glaucous-winged Gull
13,NF1,0,Oct-2022,2022,Oct,Glaucous-winged Gull
14,NF2,0,Oct-2022,2022,Oct,Glaucous-winged Gull
15,SA,0,Oct-2022,2022,Oct,Glaucous-winged Gull
16,IM,0,Oct-2022,2022,Oct,Glaucous-winged Gull
17,MC1,24,Oct-2022,2022,Oct,Glaucous-winged Gull
18,MC2,1,Oct-2022,2022,Oct,Glaucous-winged Gull
19,DW,0,Oct-2022,2022,Oct,Glaucous-winged Gull
0,OE,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
1,WD,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
2,SR,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
3,TD1,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
4,TD2,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
5,TD3,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
6,EF1,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
7,EF2,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
8,CC,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
9,CS,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
10,EC,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
11,EM,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
12,BP,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
13,NF1,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
14,NF2,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
15,SA,2,Oct-2022,2022,Oct,Golden-crowned Kinglet
16,IM,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
17,MC1,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
18,MC2,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
19,DW,0,Oct-2022,2022,Oct,Golden-crowned Kinglet
0,OE,0,Oct-2022,2022,Oct,Great Blue Heron
1,WD,0,Oct-2022,2022,Oct,Great Blue Heron
2,SR,0,Oct-2022,2022,Oct,Great Blue Heron
3,TD1,0,Oct-2022,2022,Oct,Great Blue Heron
4,TD2,0,Oct-2022,2022,Oct,Great Blue Heron
5,TD3,0,Oct-2022,2022,Oct,Great Blue Heron
6,EF1,3,Oct-2022,2022,Oct,Great Blue Heron
7,EF2,0,Oct-2022,2022,Oct,Great Blue Heron
8,CC,0,Oct-2022,2022,Oct,Great Blue Heron
9,CS,2,Oct-2022,2022,Oct,Great Blue Heron
10,EC,2,Oct-2022,2022,Oct,Great Blue Heron
11,EM,7,Oct-2022,2022,Oct,Great Blue Heron
12,BP,0,Oct-2022,2022,Oct,Great Blue Heron
13,NF1,0,Oct-2022,2022,Oct,Great Blue Heron
14,NF2,1,Oct-2022,2022,Oct,Great Blue Heron
15,SA,0,Oct-2022,2022,Oct,Great Blue Heron
16,IM,6,Oct-2022,2022,Oct,Great Blue Heron
17,MC1,0,Oct-2022,2022,Oct,Great Blue Heron
18,MC2,0,Oct-2022,2022,Oct,Great Blue Heron
19,DW,1,Oct-2022,2022,Oct,Great Blue Heron
0,OE,0,Oct-2022,2022,Oct,Hooded Merganser
1,WD,0,Oct-2022,2022,Oct,Hooded Merganser
2,SR,0,Oct-2022,2022,Oct,Hooded Merganser
3,TD1,0,Oct-2022,2022,Oct,Hooded Merganser
4,TD2,0,Oct-2022,2022,Oct,Hooded Merganser
5,TD3,0,Oct-2022,2022,Oct,Hooded Merganser
6,EF1,0,Oct-2022,2022,Oct,Hooded Merganser
7,EF2,0,Oct-2022,2022,Oct,Hooded Merganser
8,CC,0,Oct-2022,2022,Oct,Hooded Merganser
9,CS,0,Oct-2022,2022,Oct,Hooded Merganser
10,EC,0,Oct-2022,2022,Oct,Hooded Merganser
11,EM,0,Oct-2022,2022,Oct,Hooded Merganser
12,BP,0,Oct-2022,2022,Oct,Hooded Merganser
13,NF1,0,Oct-2022,2022,Oct,Hooded Merganser
14,NF2,0,Oct-2022,2022,Oct,Hooded Merganser
15,SA,0,Oct-2022,2022,Oct,Hooded Merganser
16,IM,5,Oct-2022,2022,Oct,Hooded Merganser
17,MC1,0,Oct-2022,2022,Oct,Hooded Merganser
18,MC2,0,Oct-2022,2022,Oct,Hooded Merganser
19,DW,0,Oct-2022,2022,Oct,Hooded Merganser
0,OE,0,Oct-2022,2022,Oct,House Sparrow
1,WD,0,Oct-2022,2022,Oct,House Sparrow
2,SR,0,Oct-2022,2022,Oct,House Sparrow
3,TD1,0,Oct-2022,2022,Oct,House Sparrow
4,TD2,0,Oct-2022,2022,Oct,House Sparrow
5,TD3,0,Oct-2022,2022,Oct,House Sparrow
6,EF1,0,Oct-2022,2022,Oct,House Sparrow
7,EF2,0,Oct-2022,2022,Oct,House Sparrow
8,CC,0,Oct-2022,2022,Oct,House Sparrow
9,CS,0,Oct-2022,2022,Oct,House Sparrow
10,EC,3,Oct-2022,2022,Oct,House Sparrow
11,EM,0,Oct-2022,2022,Oct,House Sparrow
12,BP,0,Oct-2022,2022,Oct,House Sparrow
13,NF1,0,Oct-2022,2022,Oct,House Sparrow
14,NF2,0,Oct-2022,2022,Oct,House Sparrow
15,SA,0,Oct-2022,2022,Oct,House Sparrow
16,IM,0,Oct-2022,2022,Oct,House Sparrow
17,MC1,3,Oct-2022,2022,Oct,House Sparrow
18,MC2,0,Oct-2022,2022,Oct,House Sparrow
19,DW,0,Oct-2022,2022,Oct,House Sparrow
0,OE,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
1,WD,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
2,SR,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
3,TD1,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
4,TD2,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
5,TD3,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
6,EF1,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
7,EF2,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
8,CC,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
9,CS,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
10,EC,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
11,EM,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
12,BP,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
13,NF1,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
14,NF2,2,Oct-2022,2022,Oct,Lincoln’s Sparrow
15,SA,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
16,IM,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
17,MC1,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
18,MC2,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
19,DW,0,Oct-2022,2022,Oct,Lincoln’s Sparrow
0,OE,0,Oct-2022,2022,Oct,Mallard
1,WD,0,Oct-2022,2022,Oct,Mallard
2,SR,8,Oct-2022,2022,Oct,Mallard
3,TD1,0,Oct-2022,2022,Oct,Mallard
4,TD2,0,Oct-2022,2022,Oct,Mallard
5,TD3,0,Oct-2022,2022,Oct,Mallard
6,EF1,4,Oct-2022,2022,Oct,Mallard
7,EF2,0,Oct-2022,2022,Oct,Mallard
8,CC,34,Oct-2022,2022,Oct,Mallard
9,CS,0,Oct-2022,2022,Oct,Mallard
10,EC,4,Oct-2022,2022,Oct,Mallard
11,EM,24,Oct-2022,2022,Oct,Mallard
12,BP,2,Oct-2022,2022,Oct,Mallard
13,NF1,0,Oct-2022,2022,Oct,Mallard
14,NF2,0,Oct-2022,2022,Oct,Mallard
15,SA,0,Oct-2022,2022,Oct,Mallard
16,IM,1,Oct-2022,2022,Oct,Mallard
17,MC1,8,Oct-2022,2022,Oct,Mallard
18,MC2,33,Oct-2022,2022,Oct,Mallard
19,DW,0,Oct-2022,2022,Oct,Mallard
0,OE,0,Oct-2022,2022,Oct,Merlin
1,WD,0,Oct-2022,2022,Oct,Merlin
2,SR,0,Oct-2022,2022,Oct,Merlin
3,TD1,0,Oct-2022,2022,Oct,Merlin
4,TD2,0,Oct-2022,2022,Oct,Merlin
5,TD3,0,Oct-2022,2022,Oct,Merlin
6,EF1,0,Oct-2022,2022,Oct,Merlin
7,EF2,0,Oct-2022,2022,Oct,Merlin
8,CC,0,Oct-2022,2022,Oct,Merlin
9,CS,1,Oct-2022,2022,Oct,Merlin
10,EC,0,Oct-2022,2022,Oct,Merlin
11,EM,0,Oct-2022,2022,Oct,Merlin
12,BP,0,Oct-2022,2022,Oct,Merlin
13,NF1,0,Oct-2022,2022,Oct,Merlin
14,NF2,0,Oct-2022,2022,Oct,Merlin
15,SA,0,Oct-2022,2022,Oct,Merlin
16,IM,0,Oct-2022,2022,Oct,Merlin
17,MC1,0,Oct-2022,2022,Oct,Merlin
18,MC2,0,Oct-2022,2022,Oct,Merlin
19,DW,0,Oct-2022,2022,Oct,Merlin
0,OE,0,Oct-2022,2022,Oct,Northern Flicker
1,WD,0,Oct-2022,2022,Oct,Northern Flicker
2,SR,0,Oct-2022,2022,Oct,Northern Flicker
3,TD1,0,Oct-2022,2022,Oct,Northern Flicker
4,TD2,0,Oct-2022,2022,Oct,Northern Flicker
5,TD3,0,Oct-2022,2022,Oct,Northern Flicker
6,EF1,0,Oct-2022,2022,Oct,Northern Flicker
7,EF2,2,Oct-2022,2022,Oct,Northern Flicker
8,CC,1,Oct-2022,2022,Oct,Northern Flicker
9,CS,2,Oct-2022,2022,Oct,Northern Flicker
10,EC,2,Oct-2022,2022,Oct,Northern Flicker
11,EM,0,Oct-2022,2022,Oct,Northern Flicker
12,BP,4,Oct-2022,2022,Oct,Northern Flicker
13,NF1,0,Oct-2022,2022,Oct,Northern Flicker
14,NF2,1,Oct-2022,2022,Oct,Northern Flicker
15,SA,1,Oct-2022,2022,Oct,Northern Flicker
16,IM,0,Oct-2022,2022,Oct,Northern Flicker
17,MC1,4,Oct-2022,2022,Oct,Northern Flicker
18,MC2,0,Oct-2022,2022,Oct,Northern Flicker
19,DW,2,Oct-2022,2022,Oct,Northern Flicker
0,OE,0,Oct-2022,2022,Oct,Northern Pintail
1,WD,0,Oct-2022,2022,Oct,Northern Pintail
2,SR,0,Oct-2022,2022,Oct,Northern Pintail
3,TD1,0,Oct-2022,2022,Oct,Northern Pintail
4,TD2,0,Oct-2022,2022,Oct,Northern Pintail
5,TD3,0,Oct-2022,2022,Oct,Northern Pintail
6,EF1,0,Oct-2022,2022,Oct,Northern Pintail
7,EF2,0,Oct-2022,2022,Oct,Northern Pintail
8,CC,10,Oct-2022,2022,Oct,Northern Pintail
9,CS,0,Oct-2022,2022,Oct,Northern Pintail
10,EC,0,Oct-2022,2022,Oct,Northern Pintail
11,EM,5,Oct-2022,2022,Oct,Northern Pintail
12,BP,0,Oct-2022,2022,Oct,Northern Pintail
13,NF1,0,Oct-2022,2022,Oct,Northern Pintail
14,NF2,0,Oct-2022,2022,Oct,Northern Pintail
15,SA,0,Oct-2022,2022,Oct,Northern Pintail
16,IM,0,Oct-2022,2022,Oct,Northern Pintail
17,MC1,0,Oct-2022,2022,Oct,Northern Pintail
18,MC2,0,Oct-2022,2022,Oct,Northern Pintail
19,DW,0,Oct-2022,2022,Oct,Northern Pintail
0,OE,0,Oct-2022,2022,Oct,Pacific Wren
1,WD,0,Oct-2022,2022,Oct,Pacific Wren
2,SR,0,Oct-2022,2022,Oct,Pacific Wren
3,TD1,0,Oct-2022,2022,Oct,Pacific Wren
4,TD2,0,Oct-2022,2022,Oct,Pacific Wren
5,TD3,0,Oct-2022,2022,Oct,Pacific Wren
6,EF1,0,Oct-2022,2022,Oct,Pacific Wren
7,EF2,0,Oct-2022,2022,Oct,Pacific Wren
8,CC,0,Oct-2022,2022,Oct,Pacific Wren
9,CS,0,Oct-2022,2022,Oct,Pacific Wren
10,EC,0,Oct-2022,2022,Oct,Pacific Wren
11,EM,0,Oct-2022,2022,Oct,Pacific Wren
12,BP,0,Oct-2022,2022,Oct,Pacific Wren
13,NF1,0,Oct-2022,2022,Oct,Pacific Wren
14,NF2,0,Oct-2022,2022,Oct,Pacific Wren
15,SA,0,Oct-2022,2022,Oct,Pacific Wren
16,IM,0,Oct-2022,2022,Oct,Pacific Wren
17,MC1,0,Oct-2022,2022,Oct,Pacific Wren
18,MC2,1,Oct-2022,2022,Oct,Pacific Wren
19,DW,0,Oct-2022,2022,Oct,Pacific Wren
0,OE,0,Oct-2022,2022,Oct,Pelagic Cormorant
1,WD,0,Oct-2022,2022,Oct,Pelagic Cormorant
2,SR,1,Oct-2022,2022,Oct,Pelagic Cormorant
3,TD1,0,Oct-2022,2022,Oct,Pelagic Cormorant
4,TD2,0,Oct-2022,2022,Oct,Pelagic Cormorant
5,TD3,0,Oct-2022,2022,Oct,Pelagic Cormorant
6,EF1,0,Oct-2022,2022,Oct,Pelagic Cormorant
7,EF2,0,Oct-2022,2022,Oct,Pelagic Cormorant
8,CC,0,Oct-2022,2022,Oct,Pelagic Cormorant
9,CS,0,Oct-2022,2022,Oct,Pelagic Cormorant
10,EC,0,Oct-2022,2022,Oct,Pelagic Cormorant
11,EM,0,Oct-2022,2022,Oct,Pelagic Cormorant
12,BP,0,Oct-2022,2022,Oct,Pelagic Cormorant
13,NF1,0,Oct-2022,2022,Oct,Pelagic Cormorant
14,NF2,0,Oct-2022,2022,Oct,Pelagic Cormorant
15,SA,0,Oct-2022,2022,Oct,Pelagic Cormorant
16,IM,0,Oct-2022,2022,Oct,Pelagic Cormorant
17,MC1,0,Oct-2022,2022,Oct,Pelagic Cormorant
18,MC2,0,Oct-2022,2022,Oct,Pelagic Cormorant
19,DW,0,Oct-2022,2022,Oct,Pelagic Cormorant
0,OE,0,Oct-2022,2022,Oct,Peregrine Falcon
1,WD,0,Oct-2022,2022,Oct,Peregrine Falcon
2,SR,0,Oct-2022,2022,Oct,Peregrine Falcon
3,TD1,0,Oct-2022,2022,Oct,Peregrine Falcon
4,TD2,0,Oct-2022,2022,Oct,Peregrine Falcon
5,TD3,0,Oct-2022,2022,Oct,Peregrine Falcon
6,EF1,0,Oct-2022,2022,Oct,Peregrine Falcon
7,EF2,0,Oct-2022,2022,Oct,Peregrine Falcon
8,CC,0,Oct-2022,2022,Oct,Peregrine Falcon
9,CS,0,Oct-2022,2022,Oct,Peregrine Falcon
10,EC,0,Oct-2022,2022,Oct,Peregrine Falcon
11,EM,0,Oct-2022,2022,Oct,Peregrine Falcon
12,BP,0,Oct-2022,2022,Oct,Peregrine Falcon
13,NF1,0,Oct-2022,2022,Oct,Peregrine Falcon
14,NF2,1,Oct-2022,2022,Oct,Peregrine Falcon
15,SA,0,Oct-2022,2022,Oct,Peregrine Falcon
16,IM,0,Oct-2022,2022,Oct,Peregrine Falcon
17,MC1,0,Oct-2022,2022,Oct,Peregrine Falcon
18,MC2,0,Oct-2022,2022,Oct,Peregrine Falcon
19,DW,0,Oct-2022,2022,Oct,Peregrine Falcon
0,OE,0,Oct-2022,2022,Oct,Purple Finch
1,WD,0,Oct-2022,2022,Oct,Purple Finch
2,SR,0,Oct-2022,2022,Oct,Purple Finch
3,TD1,0,Oct-2022,2022,Oct,Purple Finch
4,TD2,0,Oct-2022,2022,Oct,Purple Finch
5,TD3,0,Oct-2022,2022,Oct,Purple Finch
6,EF1,0,Oct-2022,2022,Oct,Purple Finch
7,EF2,0,Oct-2022,2022,Oct,Purple Finch
8,CC,0,Oct-2022,2022,Oct,Purple Finch
9,CS,0,Oct-2022,2022,Oct,Purple Finch
10,EC,0,Oct-2022,2022,Oct,Purple Finch
11,EM,0,Oct-2022,2022,Oct,Purple Finch
12,BP,4,Oct-2022,2022,Oct,Purple Finch
13,NF1,2,Oct-2022,2022,Oct,Purple Finch
14,NF2,2,Oct-2022,2022,Oct,Purple Finch
15,SA,2,Oct-2022,2022,Oct,Purple Finch
16,IM,0,Oct-2022,2022,Oct,Purple Finch
17,MC1,0,Oct-2022,2022,Oct,Purple Finch
18,MC2,0,Oct-2022,2022,Oct,Purple Finch
19,DW,0,Oct-2022,2022,Oct,Purple Finch
0,OE,0,Oct-2022,2022,Oct,Red Crossbill
1,WD,0,Oct-2022,2022,Oct,Red Crossbill
2,SR,0,Oct-2022,2022,Oct,Red Crossbill
3,TD1,0,Oct-2022,2022,Oct,Red Crossbill
4,TD2,0,Oct-2022,2022,Oct,Red Crossbill
5,TD3,0,Oct-2022,2022,Oct,Red Crossbill
6,EF1,0,Oct-2022,2022,Oct,Red Crossbill
7,EF2,0,Oct-2022,2022,Oct,Red Crossbill
8,CC,0,Oct-2022,2022,Oct,Red Crossbill
9,CS,0,Oct-2022,2022,Oct,Red Crossbill
10,EC,0,Oct-2022,2022,Oct,Red Crossbill
11,EM,0,Oct-2022,2022,Oct,Red Crossbill
12,BP,0,Oct-2022,2022,Oct,Red Crossbill
13,NF1,0,Oct-2022,2022,Oct,Red Crossbill
14,NF2,0,Oct-2022,2022,Oct,Red Crossbill
15,SA,2,Oct-2022,2022,Oct,Red Crossbill
16,IM,0,Oct-2022,2022,Oct,Red Crossbill
17,MC1,0,Oct-2022,2022,Oct,Red Crossbill
18,MC2,0,Oct-2022,2022,Oct,Red Crossbill
19,DW,0,Oct-2022,2022,Oct,Red Crossbill
0,OE,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
1,WD,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
2,SR,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
3,TD1,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
4,TD2,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
5,TD3,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
6,EF1,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
7,EF2,1,Oct-2022,2022,Oct,Red-breasted Nuthatch
8,CC,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
9,CS,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
10,EC,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
11,EM,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
12,BP,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
13,NF1,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
14,NF2,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
15,SA,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
16,IM,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
17,MC1,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
18,MC2,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
19,DW,0,Oct-2022,2022,Oct,Red-breasted Nuthatch
0,OE,0,Oct-2022,2022,Oct,Red-tailed hawk
1,WD,0,Oct-2022,2022,Oct,Red-tailed hawk
2,SR,0,Oct-2022,2022,Oct,Red-tailed hawk
3,TD1,0,Oct-2022,2022,Oct,Red-tailed hawk
4,TD2,0,Oct-2022,2022,Oct,Red-tailed hawk
5,TD3,0,Oct-2022,2022,Oct,Red-tailed hawk
6,EF1,0,Oct-2022,2022,Oct,Red-tailed hawk
7,EF2,0,Oct-2022,2022,Oct,Red-tailed hawk
8,CC,0,Oct-2022,2022,Oct,Red-tailed hawk
9,CS,1,Oct-2022,2022,Oct,Red-tailed hawk
10,EC,0,Oct-2022,2022,Oct,Red-tailed hawk
11,EM,0,Oct-2022,2022,Oct,Red-tailed hawk
12,BP,0,Oct-2022,2022,Oct,Red-tailed hawk
13,NF1,0,Oct-2022,2022,Oct,Red-tailed hawk
14,NF2,0,Oct-2022,2022,Oct,Red-tailed hawk
15,SA,0,Oct-2022,2022,Oct,Red-tailed hawk
16,IM,0,Oct-2022,2022,Oct,Red-tailed hawk
17,MC1,0,Oct-2022,2022,Oct,Red-tailed hawk
18,MC2,0,Oct-2022,2022,Oct,Red-tailed hawk
19,DW,0,Oct-2022,2022,Oct,Red-tailed hawk
0,OE,0,Oct-2022,2022,Oct,Red-winged Blackbird
1,WD,0,Oct-2022,2022,Oct,Red-winged Blackbird
2,SR,0,Oct-2022,2022,Oct,Red-winged Blackbird
3,TD1,0,Oct-2022,2022,Oct,Red-winged Blackbird
4,TD2,0,Oct-2022,2022,Oct,Red-winged Blackbird
5,TD3,0,Oct-2022,2022,Oct,Red-winged Blackbird
6,EF1,0,Oct-2022,2022,Oct,Red-winged Blackbird
7,EF2,0,Oct-2022,2022,Oct,Red-winged Blackbird
8,CC,0,Oct-2022,2022,Oct,Red-winged Blackbird
9,CS,2,Oct-2022,2022,Oct,Red-winged Blackbird
10,EC,0,Oct-2022,2022,Oct,Red-winged Blackbird
11,EM,0,Oct-2022,2022,Oct,Red-winged Blackbird
12,BP,20,Oct-2022,2022,Oct,Red-winged Blackbird
13,NF1,2,Oct-2022,2022,Oct,Red-winged Blackbird
14,NF2,14,Oct-2022,2022,Oct,Red-winged Blackbird
15,SA,2,Oct-2022,2022,Oct,Red-winged Blackbird
16,IM,0,Oct-2022,2022,Oct,Red-winged Blackbird
17,MC1,0,Oct-2022,2022,Oct,Red-winged Blackbird
18,MC2,0,Oct-2022,2022,Oct,Red-winged Blackbird
19,DW,19,Oct-2022,2022,Oct,Red-winged Blackbird
0,OE,0,Oct-2022,2022,Oct,Rock Pigeon
1,WD,0,Oct-2022,2022,Oct,Rock Pigeon
2,SR,0,Oct-2022,2022,Oct,Rock Pigeon
3,TD1,0,Oct-2022,2022,Oct,Rock Pigeon
4,TD2,0,Oct-2022,2022,Oct,Rock Pigeon
5,TD3,0,Oct-2022,2022,Oct,Rock Pigeon
6,EF1,0,Oct-2022,2022,Oct,Rock Pigeon
